,Date,TR.WasteRecycledTotal,TR.TotalAssetsActual,TR.F.PPENetTot,TR.TotalRenewableEnergy,TR.InventoryActValue,TR.TotalDebtActValue,TR.CO2EquivalentEmissionIndirectScope2Locationbased,TR.CO2IndirectScope2,TR.GoodwillActValue,TR.SGandAExpActual,TR.WasteTotal,TR.F.OpExpn,TR.F.GrossProfMarg,TR.NumberofEmployees,TR.EnergyUseTotal,TR.CurrentAssetsActValue,TR.CapexActValue,TR.F.GrossProfIndPropTot,TR.GPMActValue,TR.NWCActValue,TR.CurrentLiabilitiesActValue,TR.GrossIncomeActValue,TR.CO2DirectScope1,TR.F.AcctRcvblTurnover,TR.RenewEnergyProduced,TR.SupplierEnvironmentalCommitment,TR.SupplierEnvironmentalDueDiligence,TR.SupplierEnvironmentalPolicyTraining,TR.SupplierEnvironmentalRiskAssessment,TR.TakebackRecyclingInitiatives,TR.RenewEnergyUse,TR.PolicyWaste,TR.PolicyEmissions,TR.PolicyEnergyEfficiency,TR.PolicyEnvSupplyChain,TR.PolicyFairTrade,TR.PolicyLocalSourcing,TR.PolicyResourceEfficiency,TR.PolicySustainablePackaging,TR.FindingsfromSupplierMonitoring,TR.ClimateCommitment,TR.F.IntangGrossTot,TR.F.InvntTurnover,TR.RenewEnergyPurchased,TR.F.RcvblTot,TR.EnergyUseIndirect,TR.GICSSectorCode,TR.HQCountryCode
10,0.0,11537073.889220556,2618308.8178472803,24630273.494058684,10618637.720550487,9502407.92032984,4309882.147110858,9207360.521492915,51342223.883438215,8472562.042511692,14533390.633285476,9424611.804345425,8488382.466388317,1547141.6123296306,138189231.8271171,2706297.6920028413,4350170.074270056,4970549.042844484,3853092.5410964875,22897306.084428392,4937154.644251148,4909096.712353271,14275896.620921241,5513890.200171687,2270318.831590462,3194294.9923165147,10628810.817996044,17525531.794011373,39719613.44104911,25596761.40329893,1807676.555092119,628523.1665709114,9220604.626826782,123132.02135292724,451199.55147343874,505901.9410391352,49628.85502079666,16594328.56806526,18865513.845442362,9725772.978425035,63775009.694839396,12399978.99923545,13088279.726753524,12041483.167935992,5335429.326373939,38778.82222418353,177906.19336548334,0.0,0.0
15,0.0,7508330.347746511,1562071.0816814944,15660528.97618596,3119664.5529730623,5082845.656266444,2449907.813167783,3951687.9420190114,21996627.1798187,4307517.02697044,5987897.458092557,7040915.390605418,3879560.9020551615,415188.8493717732,45196947.81134106,1574029.7858567433,1048774.5106204802,1952837.6804047176,1804227.9442862992,9071652.802169746,1431673.2670526914,2813761.0140039977,5007052.285805348,3114603.5440181824,1073529.888241555,2244828.9270078824,7456111.369775325,11913643.462316383,20220991.559120204,15091316.562062513,1118753.313190636,150753.80859793464,6985522.139357225,191096.21331795526,299162.50217839767,358062.4011767697,52750.10149330269,8699182.777294222,8866317.145235246,5415256.301709642,41287940.82562176,5384013.309477336,6150478.751131888,2711906.038136061,3224988.484052911,25921.334351483787,141882.015751699,0.0,0.0
20,0.0,9960803.547138836,2223016.427719301,45624250.41043994,9603537.566505326,8727060.385009743,4280696.136770871,8597991.416029269,76903583.57038128,7088399.745633403,14415948.303292861,8546386.298179157,7311170.003177561,798081.404575707,136967491.13929108,2663072.9332547346,2502655.9792677714,4763594.6330770645,4426896.8156717345,15761714.77010851,3897736.641370137,6267638.307169925,10028441.104140954,5333842.231036494,2113798.241658398,4168015.6443459494,12588236.314312223,15356525.56676357,33001488.094021305,23391680.066608403,1707540.39819524,567417.9434539129,10105469.952296706,113899.82797273311,614916.941766501,319317.31052189245,118837.60375876687,11746911.616008645,13955888.56990034,7300294.633801397,53913517.5723808,9659215.0568312,11860406.257641878,9447677.646268021,7165998.974155111,34044.68465512128,237643.24923928213,0.0,0.0
25,0.0,7159502.037939043,1337751.6322492536,19360118.66196239,4107433.9524266324,6285379.296598657,3725508.8483861336,4774555.370583693,39942715.18164425,5480435.219390048,15663607.961435115,6733732.901124506,6136826.043370907,536179.5845640338,70640353.81795663,2219591.0203151535,2444539.7039446905,3754334.4177565374,2905849.2510149856,11038935.693261515,2268943.180883474,3701623.845355499,8430849.52803236,3715987.251567694,2095244.1402623982,2322466.148453204,9750205.728707785,12231324.409969803,30273914.859808616,24405241.03080239,1741661.8800514468,492179.8188976673,9002525.723688114,151788.42027381714,321215.0960034559,379034.50400533277,40893.35297426824,8166264.5649114465,10396195.957951773,5470792.137125133,37225572.22243302,5885366.365126887,8581805.106826618,6062098.493566163,3544080.3237061165,32967.017897371225,119407.35216922528,0.0,0.0
30,0.0,9487053.938067121,1770428.0297294091,39453595.33510954,5982149.560175157,10566455.163335798,3280743.3178917877,5382464.956603785,53022494.09943799,5692497.848564618,12509443.050784437,8526087.462911675,4474114.627980812,526398.837813601,103068350.60825568,2067648.3664941462,1549723.289601459,3304555.844151825,3319659.1460723206,9351142.563603573,2608108.6762202308,4797375.381897585,7206590.435772889,2835161.6533453595,1709477.723730864,7276157.978219171,10945136.381141236,12069562.30555092,22646052.340725243,19777674.37982503,1375470.9231744613,235326.39190197582,8655516.408146914,70906.02247330683,196667.17653621198,311418.2819655835,1149467.2501546757,10422662.657864599,10271840.613385754,4984314.473882991,34773232.00622297,4212377.562008948,9716552.390216867,6302140.806003985,6149302.1199013665,28744.695787056928,202668.12433466475,0.0,0.0
35,0.0,10018481.57099359,2469883.922243677,49077627.36259703,8824030.44798202,9501655.648691878,4498497.651514184,10428242.378509542,72053075.88332433,8308626.2134881485,18977526.520761117,8510731.299327103,6320127.738228969,1118732.5699074722,138626694.84996748,2854616.4233650872,2742416.421983576,3643874.75226408,3744146.0326468707,23656427.997864403,2631578.9210872864,5184390.414178725,10683038.778501438,7416800.7994793635,5331553.050803648,3341835.8471508347,10431233.890643299,12447837.116745416,28200739.148624144,26177228.38883789,1333731.589642062,678805.2285993095,14471796.387997014,238318.51859486723,715504.1892824995,282546.46082542813,98450.40321383157,7082261.811654095,10798361.430826921,6125852.253356225,32835561.089260165,4976490.583691546,13424877.650326697,10679880.39040313,5087340.352299448,418709.0122552747,218597.25367114565,0.0,0.0
40,0.0,6169797.439134358,1092823.760300131,16472918.080766512,4547758.45579005,8807581.537605332,3696741.9211872793,7518787.466741906,45385645.3250576,6879909.9960045265,19835267.00119304,3410023.4507587636,7500582.507160894,969301.3437399446,74729638.90107645,3633264.3247331614,2921112.1729070153,4486028.503894935,4328346.19046056,17363854.00952307,2114596.1053426517,4013818.140708722,10150475.556155112,4503202.112979931,3245028.335280181,1863879.010632299,7281277.451820942,10547985.345648734,35965669.51255314,31148947.540138453,1508211.9738362518,488151.73347179824,7738195.861118583,135125.7937506985,295648.3377914276,626993.1760120216,61479.53887302943,12226154.392636186,10952715.202652462,5837768.272961456,53619802.76239414,9180383.480246613,8002781.519480194,8645892.894262047,3101428.037732641,521432.28421519644,148136.74513605607,0.0,0.0
45,0.0,9478790.865319,1574801.5462211063,23040889.084072378,5133955.105672315,7808895.696854709,3819757.528056108,5615485.882212144,49043709.36747201,6236249.04682049,17339450.036677636,5859234.395598903,8411608.15591684,912807.3958826441,94216118.83539692,3818918.841526307,2811773.0274089165,4571307.470165662,4802662.650626501,16544626.821011439,2964653.2699986086,4331075.551331305,11480726.950177534,6756851.06769652,1682081.5151905098,2655638.2296066126,10169367.059017949,15976814.444424974,37203663.74252605,29074269.975229993,1662847.5959151192,519041.2896969835,14163703.763742827,101800.02845306166,776870.3598723848,385599.1268382198,39136.28492252478,10099224.505065195,13564546.730836364,6697061.2534068385,47760745.2567288,8591158.250778388,9623828.993482018,7796153.654773786,4718507.727076694,36163.478096452156,99450.23980045693,0.0,0.0
50,0.0,10627899.298459167,2077835.0340420783,28358525.794548992,6221128.329852893,8810606.49735358,5238641.495431489,6588711.068110122,52978369.31005655,7827949.010675924,22355060.063507054,7026742.427901756,7403835.87221436,1328843.5345965244,112600086.59777105,3195140.895684309,4161293.1711271047,5376594.143117707,4410521.711861526,19342415.483348954,3293228.731562388,4452442.185810776,10263218.35283238,5444948.946746908,1979948.8473875516,3179382.936670114,10397509.102443349,16954984.67131316,39623752.729862235,27470556.025353502,2692539.3207247998,535221.4246034119,13749868.98065179,143624.94000028836,685263.5424036296,292485.0899176736,313528.4035248691,9387140.122881535,12032779.185878491,7082902.8968858905,54174609.502850816,9352134.536427984,15969539.551407494,13509364.337978356,5575249.908432087,34334.706834895165,87290.73337478985,0.0,0.0
55,0.0,8074672.660388689,1520452.596166854,22660861.017435547,4346151.47745461,7043278.033771626,3304956.0725917756,5501867.583950199,30669529.83715669,5596144.870678949,11324078.882920265,7315689.505301469,4357047.122437391,676362.2839266142,65979351.668883346,2584704.3739223955,1627255.0352371454,2387604.5207638233,2130311.742464969,12134547.05551758,1768145.8829723403,3250165.893696344,6148871.246443623,3160609.069575034,1808446.8162835275,4010449.9205569797,8969089.895856686,14032688.912963692,29369692.979988374,19825263.169485908,1136680.281345436,122081.63301067972,9213987.829736589,72938.91434393502,209170.05517970238,321860.4642883445,46479.94568735096,10885003.06094465,12567542.941997826,5628653.223499541,48352792.81083676,7080294.740186002,10449034.572334789,8016453.894549067,4222319.979123931,30852.439724065258,421429.5699410535,0.0,0.0
60,0.0,6951175.09037526,1546294.6859720098,21668561.84521566,4375675.857731229,7329797.441035699,3261714.8613977036,5228114.001864719,47660014.72945126,9143958.150204591,18592992.84339965,7098676.942310854,8833329.319191745,834107.6877447984,81910350.67008315,4308342.745788909,2850530.5779628986,5107006.603678588,3957905.663474574,16132720.732018372,2191585.8114577616,4340540.466674804,9101928.39972504,5753663.800502553,2749829.212284029,2445260.4078450524,8758822.944787215,9595503.307257218,31666385.076023128,28619833.806623716,1113159.8083225165,289218.50412247464,9309544.628299542,114414.58950117772,499839.7475720137,304271.94234384026,38396.35663026089,13000995.625176474,9871051.60985345,4473099.694148367,37095555.892244235,5175123.069515184,8554425.203110455,10654717.594342306,4317779.50644502,57797.37570361175,137464.46286496453,0.0,0.0
All,0.0,8642682.121462086,1758833.548246585,29627214.4617949,6207621.862501427,8103120.201878265,3789809.4430809394,6738018.072048353,52484349.41812684,6606846.511565312,15390125.529990211,7057170.184193547,6646234.380692153,807477.5712870568,97900678.23953553,2826094.8687735084,2481476.5516619585,4047819.586949876,3730478.38889586,15151879.55214174,2744307.293324907,4573323.15514932,9242709.127251288,4859370.409465156,2356953.4798618043,3339645.2264478784,9985619.492247064,13340281.714137863,31235447.52205998,24586707.848346274,1553111.899394157,449246.58258935786,10061589.353094863,133383.23735401395,471810.8617584974,377212.8312721901,173564.60990816058,10501769.198866257,11819356.3776836,6191538.918981699,45886266.1229028,7500681.715626419,10097047.466357732,8197107.125376445,4920065.103084119,129289.69958903709,178493.2941449961,0.0,0.0
